,,,,Back/8 + Bi/4,,,,,,,,,,,,,,,,,,Chest/6,,,,,,,,,Back/4 + Chest/4,,,,,,,,,,,,,,,,
,,,Mar 25,Pull ups,x2,8+2+4,0+6.5+4,,,,,Mar 26,Incline bench,2/8/50,8.5,6.5,,,,,,,,,,,,,,Mar 29,Pull ups,x2,9,7,,,,,Mar 30,Lateral Raises,2/f/4,f/6,f/4,,,,
,,,,NG pull ups,x1,7,,,,,,,Chest press machine,2/12/40,10/40,8/40,,,,,,,,,,,,,,,Incline chest press,2/8/50,6/50,8/45,,,,,,Reverse Curls,2/15/15,21/15,,,,,
,,,,T-bar rows,2/10/25,12/25,9/25+5/15,,,,,,pec deck flies,2/15/20,,,,,,,,,,,,,,,,,Seated row,2/,16/31.5,16/50 (red machine),,,Red machine (go with 60?),,,Military Press,2/12/25,12/25/behind-neck,12/25/behind-neck,,,,
,,,,Lat cable pull downs,2/20/36,19/36,,,,,,,Dumbell chest press,2/15/16,14/14,14/14,,,,,,,,,,,,,,,Chest press machine,,8/30,6/30,,,,,,Biceps Curl,2/12/,15/35,,,,,
,,,,Cable rows,2/10/45,10/45.5,10/41,,,,,,Lateral Raises,2/f/4,14/4,15/4,,,,,,,,,,,,,,,Seated Cable rows,2/10/45.5,12/45.5,10/45.5,,,,,,Overhead Tricep Rope Pulldown,2/15/36,12/36,10/36,,,,
,,,,Reverse Curls,2/15/15,16/15,16/15,,,,,,Shoulder press,2/12/25,10/25,9/25,,,,,,,,,,,,,,,Pec deck flies,2/,,,,,,,,Tricep rope pulldown,2/12/27.5,12/27.5,12/22.5,,,,
,,,,Barbell Curls,2/10/20,,,,,,,,Tricep pull down,2/12/27.5,14/27.5,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Hammer Curls,2/8/14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Apr 1,Pull ups,x2,9+4,5+4,,,,,Apr 2,,,,,,,,,Apr 3,,,,,,,,,Apr 5,,,,,,,,,Apr 6,Pull ups,x2,,,,,,
,,,,NG pull ups,x1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seated row,2/12/55,,,,,,
,,,,Seated row,2/12/60,15/50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lat cable pull downs,2/12/41,,,,,,
,,,,Lat cable pull downs,2/12/41,9/45+7/35,10/40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cable rows,2/12/45,,,,,,
,,,,Cable rows,2/12/45,12/45,10/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Hammer curls,2/8/14,,,,,,
,,,,Reverse Curls,2/15/15,20/15,18/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reverse Curls,2/10/20,,,,,,
,,,,Biceps Curl,2/15/35,12/35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preacher curls,2/10/40,,,,,,
,,,,Preacher curls,1/12/40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Apr 7,Pull ups,x2,9,6+4,,,,,Apr 8,Smith machine incline,2/?/55,5/40 warmup,6/55,3/55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1906,Seated row,2/12/55,16/50,10/55,,,Retain 50 / focus on proper form,,1625,Incline Chest press machine,2/12/30,9.5/30,6/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2008,Lat cable pull downs,2/12/41,13.5/41,12/41,,,Vary grip width,,,Pec deck flies,2/f/25,10 w/p/35,9w/p/35,,,Stick to 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Cable rows,2/12/45,8/45+4/36,12/36,,,Lower weight,,,Shoulder press,2/12/30,12/30,9/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lateral Hammer curls,2/8/14,6/14,6/14,,,Retain 14,,,Tricep rope pull down,2/12/27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Reverse Curls,2/10/15,16/15,15/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Preacher curls,2/10/40,6/45+6/30,6/40+5/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Apr12,Pullups,x2,9,7,,,,,Apr 13,Incline bench,2/8/55,2/55 + 7/40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Seated row,2/12/55,15/55,12/55,,,,,2013,Incline Chest press machine,2/8/30,7.5/30,5/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lat cable pull downs,2/10/45,9/45,12/41,,,,,2057,Shoulder press,2/8/30,9/30,7/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Seated rows,2/10/45,9/45,4/45+4/36,,,,,,Tricep pull downs,2/12/27.5,7/32,10/32,10/32+5/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lateral Hammer curls,2/7/12,10+2,10+3,,,,,,Pec deck flies,2/12/35,14/30,12/35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Reverse curls,2/15/15,15/15,15/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arm Curls,2/10/25,8.5/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
